,subfield,description,field,url,content
5393,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,refer cycl per second main clock cpu
5394,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,howev metric somewhat mislead machin higher clock rate may necessarili greater perform
5395,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,result manufactur move away clock speed measur perform
5396,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,factor influenc speed mix function unit bu speed avail memori type order instruct program
5397,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,two main type speed latenc throughput
5398,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,latenc time start process complet
5399,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,throughput amount work done per unit time
5400,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,interrupt latenc guarante maximum respons time system electron event like disk drive finish move data
5401,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,perform affect wide rang design choic exampl pipelin processor usual make latenc wors make throughput better
5402,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,comput control machineri usual need low interrupt latenc
5403,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,comput oper real time environ fail oper complet specifi amount time
5404,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,exampl comput control anti lock brake must begin brake within predict limit time period brake pedal sens els failur brake occur
5405,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,benchmark take factor account measur time comput take run seri test program
5406,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,although benchmark show strength choos comput
5407,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,often measur machin split differ measur
5408,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,exampl one system might handl scientif applic quickli anoth might render video game smoothli
5409,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,furthermor design may target add special featur product hardwar softwar permit specif benchmark execut quickli offer similar advantag gener task
5410,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,power effici power effici anoth import measur modern comput
5411,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,higher power effici often trade lower speed higher cost
5412,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,typic measur refer power consumpt comput architectur mip w million instruct per second per watt
5413,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,modern circuit less power requir per transistor number transistor per chip grow
5414,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,transistor put new chip requir power suppli requir new pathway built power
5415,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,howev number transistor per chip start increas slower rate
5416,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,therefor power effici start becom import import fit transistor singl chip
5417,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,recent processor design shown emphasi put focu power effici rather cram mani transistor singl chip possibl
5418,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,world embed comput power effici long import goal next throughput latenc
5419,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,shift market demand increas clock frequenc grown slowli past year compar power reduct improv
5420,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,driven end moor law demand longer batteri life reduct size mobil technolog
5421,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,chang focu higher clock rate power consumpt miniatur shown signific reduct power consumpt much report intel releas haswel microarchitectur drop power consumpt benchmark watt watt
5422,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,compar process speed increas ghz ghz seen focu research develop shift away clock frequenc move toward consum less power take less space
5423,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,see also comparison cpu architectur comput hardwar cpu design float point harvard architectur modifi dataflow architectur transport trigger architectur reconfigur comput influenc ibm pc person comput market orthogon instruct set softwar architectur von neumann architectur flynn taxonomi refer sourc john l
5424,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,hennessi david patterson
5425,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,comput architectur quantit approach fourth ed
5426,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,function design comput commun acm
5427,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,new approach function design digit comput proceed western joint comput confer may pp
5428,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,design burrough b comput
5429,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,comput structur read exampl mcgraw hill
5430,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,structur system part outlin logic structur ibm system journal vol
5431,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,structur comput organ
5432,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,englewood cliff new jersey prentic hall
5433,Computer architecture,"The design, organization, optimization and verification of a computer system, mostly about CPUs and Memory subsystem (and the bus connecting them).",Computer architecture,https://en.wikipedia.org/wiki/Computer_architecture,extern link isca proceed intern symposium comput architectur micro ieee acm intern symposium microarchitectur hpca intern symposium high perform comput architectur asplo intern confer architectur support program languag oper system acm transact architectur code optim ieee transact comput von neumann architectur comput system
5434,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,oper system os system softwar manag comput hardwar softwar resourc provid common servic comput program
5435,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,time share oper system schedul task effici use system may also includ account softwar cost alloc processor time mass storag print resourc
5436,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,hardwar function input output memori alloc oper system act intermediari program comput hardwar although applic code usual execut directli hardwar frequent make system call os function interrupt
5437,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,oper system found mani devic contain comput cellular phone video game consol web server supercomput
5438,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,domin desktop oper system microsoft window market share around
5439,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,varieti linux collect third place
5440,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,mobil sector includ smartphon tablet android share year
5441,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,accord third quarter data android share smartphon domin
5442,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,percent also growth rate
5443,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,percent per year follow appl io
5444,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,percent per year decreas market share
5445,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,percent oper system amount
5446,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,linux distribut domin server supercomput sector
5447,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,special class oper system embed real time system exist mani applic
5448,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,type oper system singl task multi task singl task system run one program time multi task oper system allow one program run concurr
5449,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,achiev time share avail processor time divid multipl process
5450,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,process interrupt repeatedli time slice task schedul subsystem oper system
5451,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,multi task may character preemptiv co oper type
5452,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,preemptiv multitask oper system slice cpu time dedic slot program
5453,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,unix like oper system solari linux well non unix like amigao support preemptiv multitask
5454,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,cooper multitask achiev reli process provid time process defin manner
5455,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,bit version microsoft window use cooper multi task bit version window nt win x use preemptiv multi task
5456,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,singl multi user singl user oper system facil distinguish user may allow multipl program run tandem
5457,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,multi user oper system extend basic concept multi task facil identifi process resourc disk space belong multipl user system permit multipl user interact system time
5458,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,time share oper system schedul task effici use system may also includ account softwar cost alloc processor time mass storag print resourc multipl user
5459,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,distribut distribut oper system manag group distinct network comput make appear singl comput comput distribut divid amongst constitu comput
5460,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,templat distribut cloud comput context os templat refer creat singl virtual machin imag guest oper system save tool multipl run virtual machin
5461,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,techniqu use virtual cloud comput manag common larg server warehous
5462,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,embed embed oper system design use embed comput system
5463,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,design oper small machin less autonomi e
5464,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,compact extrem effici design abl oper limit amount resourc
5465,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,window ce minix exampl embed oper system
5466,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,real time real time oper system oper system guarante process event data specif moment time
5467,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,real time oper system may singl multi task multitask use special schedul algorithm determinist natur behavior achiev
5468,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,event driven system switch task base prioriti extern event wherea time share oper system switch task base clock interrupt
5469,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,librari librari oper system one servic typic oper system provid network provid form librari compos applic configur code construct unikernel special singl address space machin imag deploy cloud embed environ
5470,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,histori earli comput built perform seri singl task like calcul
5471,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,basic oper system featur develop resid monitor function could automat run differ program success speed process
5472,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,oper system exist modern complex form earli
5473,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,hardwar featur ad enabl use runtim librari interrupt parallel process
5474,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,person comput becam popular oper system made similar concept use larger comput
5475,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,earliest electron digit system oper system
5476,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,electron system time program row mechan switch jumper wire plugboard
5477,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,special purpos system exampl gener ballist tabl militari control print payrol check data punch paper card
5478,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,programm gener purpos comput invent machin languag consist string binari digit punch paper tape introduc sped program process stern
5479,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,earli comput could execut one program time
5480,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,user sole use comput limit period would arriv schedul time program data punch paper card punch tape
5481,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,program would load machin machin would set work program complet crash
5482,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,program could gener debug via front panel use toggl switch panel light
5483,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,said alan ture master earli manchest mark machin alreadi deriv primit concept oper system principl univers ture machin
5484,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,later machin came librari program would link user program assist oper input output compil gener machin code human readabl symbol code
5485,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,genesi modern day oper system
5486,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,howev machin still ran singl job time
5487,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,cambridg univers england job queue one time wash line cloth line tape hung differ color cloth peg indic job prioriti
5488,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,improv atla supervisor
5489,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,introduc manchest atla consid mani first recognis modern oper system
5490,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,brinch hansen describ signific breakthrough histori oper system
5491,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,mainfram mani major featur pioneer field oper system mainfram comput includ batch process input output interrupt buffer multitask spool runtim librari link load program sort record file
5492,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,featur includ includ applic softwar option applic programm rather separ oper system use applic
5493,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,share oper system releas integr util ibm later mainfram although quickli supplant ibsi ibjob
5494,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,ibm os introduc concept singl os span entir product line crucial success system machin
5495,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,ibm current mainfram oper system distant descend origin system modern machin backward compat applic written os
5496,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,os also pioneer concept oper system keep track system resourc use includ program data space alloc main memori file space secondari storag file lock updat
5497,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,process termin reason resourc claim oper system
5498,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,altern cp system start whole line ibm oper system focus concept virtual machin
5499,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,oper system use ibm seri mainfram includ system develop ibm co compat oper system do disk oper system tss time share system to tape oper system bo basic oper system acp airlin control program well non ibm system mt michigan termin system music multi user system interact comput orvyl stanford timeshar system
5500,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,control data corpor develop scope oper system batch process
5501,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,cooper univers minnesota krono later no oper system develop support simultan batch timeshar use
5502,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,like mani commerci timeshar system interfac extens dartmouth basic oper system one pioneer effort timeshar program languag
5503,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,late control data univers illinoi develop plato oper system use plasma panel display long distanc time share network
5504,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,plato remark innov time featur real time chat multi user graphic game
5505,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,burrough corpor introduc b mcp master control program oper system
5506,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,b stack machin design exclus support high level languag machin languag assembl inde mcp first os written exclus high level languag espol dialect algol
5507,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,mcp also introduc mani ground break innov first commerci implement virtual memori
5508,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,develop ibm made approach burrough licens mcp run hardwar
5509,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,propos declin burrough manag protect exist hardwar product
5510,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,mcp still use today unisi compani clearpath mcp line comput
5511,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,univac first commerci comput manufactur produc seri exec oper system
5512,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,like earli main frame system batch orient system manag magnet drum disk card reader line printer
5513,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,univac produc real time basic rtb system support larg scale time share also pattern dartmouth bc system
5514,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,gener electr mit develop gener electr comprehens oper supervisor geco introduc concept ring secur privileg level
5515,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,acquisit honeywel renam gener comprehens oper system gco
5516,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,digit equip corpor develop mani oper system variou comput line includ top top time share system bit pdp class system
5517,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,widespread use unix top particularli popular system univers earli arpanet commun
5518,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,rt singl user real time os pdp class minicomput rsx correspond multi user os
5519,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,late late sever hardwar capabl evolv allow similar port softwar run one system
5520,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,earli system util microprogram implement featur system order permit differ underli comput architectur appear other seri
5521,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,fact except microprogram implement
5522,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,enorm invest softwar system made sinc caus origin comput manufactur continu develop compat oper system along hardwar
5523,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,notabl support mainfram oper system includ burrough mcp b unisi clearpath mcp present ibm os ibm system ibm z os present ibm cp ibm system ibm z vm univac exec univac os unisi clearpath dorado present microcomput first microcomput capac need elabor oper system develop mainfram mini minimalist oper system develop often load rom known monitor
5524,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,one notabl earli disk oper system cp support mani earli microcomput close imit microsoft ms do becam wide popular oper system chosen ibm pc ibm version call ibm do pc do
5525,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,abandon popular appl ii seri microcomput introduc appl macintosh comput innov graphic user interfac gui mac os
5526,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,introduct intel cpu chip octob bit architectur page capabl provid person comput abil run multitask oper system like earlier minicomput mainfram
5527,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,microsoft respond progress hire dave cutler develop vm oper system digit equip corpor
5528,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,would lead develop window nt oper system continu serv basi microsoft oper system line
5529,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,steve job co founder appl inc
5530,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,start next comput inc
5531,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,develop nextstep oper system
5532,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,nextstep would later acquir appl inc
5533,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,use along code freebsd core mac os x maco latest name chang
5534,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,gnu project start activist programm richard stallman goal creat complet free softwar replac proprietari unix oper system
5535,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,project highli success duplic function variou part unix develop gnu hurd kernel prove unproduct
5536,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,finnish comput scienc student linu torvald cooper volunt collabor internet releas first version linux kernel
5537,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,soon merg gnu user space compon system softwar form complet oper system
5538,Operating systems,Systems for managing computer programs and providing the basis of a usable system.,Computer architecture,https://en.wikipedia.org/wiki/Operating_system,sinc combin two major compon usual refer simpli linux softwar industri name convent stallman free softwar foundat remain oppos prefer name gnu linux
